"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",137898,40112,152797,47459,0.290881666159045,0.310601647938114,0.30074165704858
"R",600411,178139,670798,210767,0.296695097191757,0.314203381643952,0.305449239417855
"T",738309,218251,823595,258226,0.295609290960831,0.313535172020228,0.30457223149053
