"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",1438740,307320,1458881,298420,0.213603569790233,0.204554038334861,0.209078804062547
"R",7361592,1891729,7374360,1836944,0.256972812402535,0.249098769249128,0.253035790825831
"T",8800332,2199049,8833241,2135364,0.249882504432787,0.2417418476412,0.245812176036994
