"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",285616,91600,388526,121204,0.320710324351577,0.311958530445839,0.316334427398708
"R",1256777,408747,1675804,540847,0.325234309666711,0.322738816711262,0.323986563188987
"T",1542393,500347,2064330,662051,0.324396570783192,0.320709867123958,0.322553218953575
