"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",223794,51906,201849,44327,0.231936513043245,0.219604754048819,0.225770633546032
"R",986143,234438,898291,200204,0.237732255869585,0.22287209823988,0.230302177054732
"T",1209937,286345,1100140,244531,0.236661082353875,0.222272619848383,0.229466851101129
