"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",252522,55154,287302,63923,0.218412653154973,0.222494100284718,0.220453376719845
"R",1072823,243677,1222195,282418,0.22713625640017,0.231074419384795,0.229105337892483
"T",1325345,298831,1509497,346341,0.225474121832429,0.229441330456437,0.227457726144433
