"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",1129028,354568,2336525,562276,0.314047127263451,0.240646258867335,0.277346693065393
"R",8719045,1637808,13240881,2597245,0.187842590558943,0.19615348857829,0.191998039568617
"T",9848073,1992376,15577406,3159521,0.202311254191556,0.202827158770851,0.202569206481203
