Counts-435,Counts-436,Counts-435,Counts-436
68,49,46,42
49,68,49,70
50,51,43,45
51,52,46,58
51,48,49,54
54,65,47,62
53,60,68,52
51,58,50,67
50,54,52,45
46,76,52,67
58,47,53,68
56,63,49,47
41,63,46,58
40,46,39,41
68,49,65,47
39,48,50,43
49,52,52,56
39,69,40,51
55,55,39,54
47,45,69,50
44,57,56,58
48,63,55,61
43,54,49,46
55,45,51,47
54,46,41,46
47,54,40,62
44,48,60,50
71,49,40,57
73,68,52,51
48,47,63,66
49,60,44,59
39,43,45,82
64,51,46,73
40,40,50,48
40,48,47,60
49,57,49,65
47,50,57,61
51,46,43,53
50,50,44,51
67,87,60,71
53,52,47,49
50,69,67,63
51,75,57,48
45,57,50,52
44,53,49,74
41,51,44,42
43,42,42,54
40,63,43,59
50,49,52,47
48,75,55,60
49,46,62,44
40,46,53,64
73,45,55,48
53,51,58,67
48,50,53,49
48,70,46,61
41,54,42,60
43,39,52,44
66,40,53,48
54,55,51,63
45,60,44,55
66,41,47,45
53,41,49,52
62,51,42,54
67,60,46,52
47,56,42,55
40,49,40,41
48,66,66,76
56,51,40,58
48,71,45,46
58,52,43,40
44,50,49,51
51,50,44,64
48,47,50,45
56,44,53,77
47,55,46,56
67,51,44,40
50,42,40,49
46,44,42,44
45,52,54,61
52,56,48,69
39,63,46,76
50,42,50,44
63,44,51,49
44,52,47,55
63,54,52,67
46,48,42,46
56,50,51,39
52,48,66,44
59,62,57,48
42,49,53,65
42,62,53,40
50,69,72,55
45,61,60,48
40,65,47,57
57,45,50,48
44,66,68,63
54,57,44,49
51,41,50,50
52,53,52,45
45,52,50,70
49,56,44,53
42,61,50,46
46,40,40,60
42,62,46,44
40,48,54,58
51,40,45,54
42,54,48,43
63,52,51,55
45,48,68,46
49,48,50,46
45,56,45,40
53,55,42,55
46,51,46,74
41,44,41,50
70,53,48,41
50,49,40,47
41,47,62,54
39,46,48,43
57,50,41,48
48,51,40,43
46,47,47,46
39,56,45,50
40,54,52,42
44,43,55,55
45,44,59,40
44,50,54,54
39,50,43,46
49,48,50,46
39,56,42,58
64,41,50,43
59,54,39,47
52,56,43,44
44,65,44,52
