"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",153894,6975,158373,6851,0.045323404421225,0.0432586362574429,0.0442910203393339
"R",626704,84262,650165,82768,0.134452628354055,0.12730306922089,0.130877848787473
"T",780598,91237,808538,89619,0.116880904127349,0.110840801545506,0.113860852836427
