"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",180921,8210,182781,7929,0.0453789222920501,0.0433797823624994,0.0443793523272748
"R",744104,99184,746885,95783,0.133293195574812,0.128243303855346,0.130768249715079
"T",925025,107395,929666,103712,0.116099564876625,0.111558344609785,0.113828954743205
