"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",5087520,891878,2405556,492859,0.175307025820046,0.204883611106954,0.1900953184635
"R",50187212,10959967,27724140,6056573,0.218381666628543,0.218458462552851,0.218420064590697
"T",55274732,11851845,30129696,6549433,0.214417050452637,0.217374679120559,0.215895864786598
