"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",774793,40087,743984,35566,0.0517389806051423,0.0478047915008925,0.0497718860530174
"R",3093409,481139,2957125,426882,0.155536820381657,0.144357103605698,0.149946961993677
"T",3868202,521226,3701109,462449,0.134746324002728,0.124948765356546,0.129847544679637
