"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",4695082,945285,2612699,553258,0.201335141750453,0.211757267101951,0.206546204426202
"R",46763411,11616272,27336975,6798794,0.248405147349067,0.248703230697617,0.248554189023342
"T",51458493,12561558,29949674,7352052,0.244110491148662,0.24548020122022,0.244795346184441
