"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",546220,51411,558463,51222,0.0941214162791549,0.0917195946732371,0.092920505476196
"R",2201967,621069,2225069,618778,0.2820519108597,0.278093847876178,0.280072879367939
"T",2748187,672481,2783532,670000,0.244699869404811,0.240701382272595,0.242700625838703
