"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",290631,9963,267325,7063,0.0342805825944239,0.0264210230992238,0.0303508028468238
"R",1173325,118690,1077362,84150,0.101156968444378,0.0781074513487574,0.0896322098965678
"T",1463956,128653,1344687,91213,0.087880373453847,0.0678321423498554,0.0778562579018512
