"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",193164,6407,168364,3925,0.0331687063842124,0.0233125846380461,0.0282406455111293
"R",768706,76903,675711,47110,0.10004214875388,0.0697191550825723,0.0848806519182261
"T",961870,83310,844075,51035,0.086612535997588,0.060462636614045,0.0735375863058165
