"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",5689489,1072078,5600335,1058552,0.188431333639981,0.189015835659831,0.188723584649906
"R",22385713,4509745,22085133,4452847,0.201456393191497,0.201621923671458,0.201539158431477
"T",28075202,5581824,27685468,5511400,0.198816877613205,0.199071946336612,0.198944411974909
