"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",120124,377,126272,0,0.00313842362891679,0,0.00156921181445839
"R",433688,1891,432797,0,0.00436027743446902,0,0.00218013871723451
"T",553812,2268,559069,0,0.00409525254057333,0,0.00204762627028667
