"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",374572,39165,374822,37838,0.104559337056694,0.100949250577608,0.102754293817151
"R",1369777,164750,1368497,159166,0.12027505207052,0.116307160337217,0.118291106203868
"T",1744349,203915,1743319,197003,0.116900345057096,0.113004561987795,0.114952453522445
