"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",24333,4098,27477,4710,0.16841326593515,0.171416093459985,0.169914679697567
"R",88610,17161,105857,19725,0.193668886130234,0.186336283854634,0.190002584992434
"T",112943,21259,133334,24435,0.188227690073754,0.183261583692082,0.185744636882918
