"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",27870,5359,29749,5952,0.192285611768927,0.200073952065616,0.196179781917271
"R",99636,20669,105817,22955,0.207445100164599,0.216931116928282,0.21218810854644
"T",127506,26028,135566,28907,0.204131570279046,0.213231931310211,0.208681750794628
