"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",18806,3737,19380,3682,0.198713176645751,0.189989680082559,0.194351428364155
"R",67503,14317,68959,14105,0.21209427729138,0.20454182920286,0.20831805324712
"T",86309,18054,88339,17787,0.209178648808351,0.201349347400355,0.205263998104353
