"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",35037,6822,38389,7279,0.194708451066016,0.189611607491729,0.192160029278873
"R",129712,26135,143107,27887,0.201484827926483,0.194868175560944,0.198176501743714
"T",164749,32957,181496,35166,0.200043702844934,0.193756336227796,0.196900019536365
