"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",34406,7146,41582,9378,0.20769633203511,0.225530277523929,0.216613304779519
"R",120846,27374,149830,35927,0.226519702762193,0.239785089768404,0.233152396265299
"T",155252,34520,191412,45305,0.222348182310051,0.236688399891334,0.229518291100692
