"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",49573,9205,51246,9681,0.185685756359309,0.188912305350662,0.187299030854985
"R",184239,35265,188034,37088,0.191408985068308,0.197240924513652,0.19432495479098
"T",233812,44470,239280,46769,0.190195541717277,0.195457204948178,0.192826373332728
