"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",55697,9767,63062,10875,0.175359534624845,0.172449335574514,0.17390443509968
"R",224539,43064,254507,47952,0.191788508900458,0.188411320710236,0.190099914805347
"T",280236,52830,317569,58827,0.188519676272856,0.185241632527104,0.18688065439998
