"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",35956,7167,37114,6799,0.199326955167427,0.183192326345853,0.19125964075664
"R",129303,27256,138051,25857,0.210791706302251,0.18730034552448,0.199046025913366
"T",165259,34423,175165,32656,0.208297278816887,0.186429937487512,0.1973636081522
