"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",672906,155764,696913,165356,0.231479582586572,0.237269214378265,0.234374398482419
"R",2440615,529741,2608142,562364,0.217052259369052,0.215618628126843,0.216335443747948
"T",3113521,685505,3305055,727720,0.220170347333453,0.220183930373322,0.220177138853388
