"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",1122523,253824,1207417,272189,0.226119197557645,0.225430816362533,0.225775006960089
"R",4026385,863235,4307290,925694,0.214394549949893,0.214913321369121,0.214653935659507
"T",5148908,1117059,5514707,1197883,0.216950662159821,0.217216073310876,0.217083367735348
