"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",133574,68707,128827,67144,0.51437405483103,0.521195091091153,0.517784572961092
"R",521717,233667,528378,228351,0.447880747608378,0.432173557566742,0.44002715258756
"T",655291,302374,657205,295495,0.461434690847272,0.449623785576799,0.455529238212036
