"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",873818,211081,751619,186371,0.241561743978723,0.247959404964483,0.244760574471603
"R",3270828,717870,2891521,633832,0.219476536216518,0.219203664784036,0.219340100500277
"T",4144646,928951,3643140,820203,0.224132772738613,0.225136283535631,0.224634528137122
