"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",2828977,563809,3053321,608728,0.199297838052413,0.199365870801007,0.19933185442671
"R",11102908,2307615,11981354,2491463,0.207838793224262,0.207945028583581,0.207891910903921
"T",13931885,2871424,15034675,3100191,0.206104486219919,0.206202728027044,0.206153607123482
