"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",124410,29141,216334,47598,0.234233582509445,0.220020893618201,0.227127238063823
"R",505555,99105,850435,161877,0.19603208355174,0.190346116987189,0.193189100269465
"T",629965,128246,1066769,209475,0.203576389164477,0.196363973831261,0.199970181497869
