"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",194143,72567,250039,97543,0.373781181912302,0.390111142661745,0.381946162287023
"R",775130,246795,1026337,331737,0.318391753641325,0.323224243109232,0.320807998375278
"T",969273,319362,1276376,429280,0.329486120009533,0.336327226459915,0.332906673234724
