"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",108850,39370,126161,45659,0.361690399632522,0.361910574583271,0.361800487107896
"R",441789,133894,518276,155284,0.303072281111571,0.299616420594432,0.301344350853002
"T",550639,173264,644437,200943,0.314659876979291,0.31181170541108,0.313235791195186
