"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",462070,140691,548772,166524,0.304479840716775,0.303448426668999,0.303964133692887
"R",1721360,478479,2033261,566335,0.277965678300878,0.278535318387556,0.278250498344217
"T",2183430,619170,2582033,732859,0.283576757670271,0.283830222154403,0.283703489912337
