"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",1671918,378477,1419529,321898,0.226372944127643,0.226763947760137,0.22656844594389
"R",6137850,1287169,5167942,1094748,0.209710077633047,0.211834420742338,0.210772249187693
"T",7809768,1665646,6587471,1416646,0.213277270208283,0.21505157290256,0.214164421555421
