"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",254084,47053,257750,50331,0.185186788621086,0.195270611057226,0.190228699839156
"R",870374,184255,891554,197092,0.211696351223727,0.22106568979557,0.216381020509649
"T",1124458,231308,1149304,247423,0.205706215794632,0.215280726422252,0.210493471108442
