"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",3941292,767637,3689429,735554,0.194767857849659,0.199367978080077,0.197067917964868
"R",16911599,3523446,16145006,3376187,0.208344935331071,0.209116490882692,0.208730713106881
"T",20852891,4291083,19834435,4111741,0.205778805442372,0.207303157362436,0.206540981402404
