"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",935210,269511,941245,273301,0.288182333379669,0.290361170577267,0.289271751978468
"R",3335103,1237052,3358856,1254449,0.370918679273174,0.373475076037794,0.372196877655484
"T",4270313,1506563,4300101,1527750,0.352799197623219,0.355282352670321,0.35404077514677
