"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",2831029,497798,3487341,616245,0.175836418489532,0.176709131685143,0.176272775087338
"R",9436482,2284889,11733358,2828558,0.242133562062642,0.241069777296491,0.241601669679566
"T",12267511,2782687,15220699,3444803,0.226833870375172,0.226323574232695,0.226578722303933
