"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",2608603,451045,1926899,320198,0.172906724403828,0.166172695091959,0.169539709747894
"R",8730106,2070293,6203290,1469708,0.237144085077547,0.23692395486911,0.237034019973328
"T",11338709,2521338,8130189,1789906,0.222365526798509,0.220155521599805,0.221260524199157
