"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",270086,45651,287609,48571,0.169023940522648,0.168878581685552,0.1689512611041
"R",996411,209537,1047823,222939,0.210291737044252,0.212763987810918,0.211527862427585
"T",1266497,255188,1335432,271510,0.201491199742281,0.203312486146805,0.202401842944543
