"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",102907,25814,79736,19217,0.250847852915739,0.241007825825223,0.245927839370481
"R",377155,118487,296815,88205,0.314159960758839,0.297171638899651,0.305665799829245
"T",480062,144301,376551,107422,0.300588257350092,0.285278753741193,0.292933505545643
