"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",1092180,227066,908662,188444,0.207901627936787,0.207386244830311,0.207643936383549
"R",4138433,889175,3395599,737933,0.214857894280275,0.217320419755101,0.216089157017688
"T",5230613,1116241,4304261,926377,0.21340538862271,0.215223240412233,0.214314314517472
