"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",219865,64195,201622,61158,0.29197462079003,0.303329993750682,0.297652307270356
"R",868693,294656,819379,280714,0.339194629172792,0.342593598322632,0.340894113747712
"T",1088558,358851,1021001,341872,0.329657216243875,0.334840024642483,0.332248620443179
