"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",5714289,1569323,5911306,1642666,0.274631367086964,0.277885462197355,0.27625841464216
"R",20887000,7203181,21756188,7539825,0.344864317518073,0.346560022371566,0.34571216994482
"T",26601289,8772504,27667494,9182491,0.329777402892018,0.331887340429169,0.330832371660594
