"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",354300,60220,432403,74159,0.169968952864804,0.171504360515538,0.170736656690171
"R",1320219,276411,1618268,340387,0.209367536749585,0.210340314459657,0.209853925604621
"T",1674519,336631,2050671,414546,0.201031460377577,0.202151393373193,0.201591426875385
