"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",617618,165509,734230,205104,0.267979560181212,0.279345709110224,0.273662634645718
"R",2166135,759686,2672680,941424,0.350710366620732,0.352239699477678,0.351475033049205
"T",2783753,925195,3406910,1146528,0.332355277210298,0.336530169567144,0.334442723388721
