"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",3069307,655697,3279745,709671,0.213630308079316,0.216379931976419,0.215005120027867
"R",13813544,3009642,14910961,3257382,0.217876165595158,0.218455537506939,0.218165851551048
"T",16882851,3665339,18190706,3967053,0.217104267519745,0.21808131031308,0.217592788916412
