"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",150347,14935,191458,19900,0.0993368673801273,0.103939245160819,0.101638056270473
"R",559639,77703,673865,103536,0.138844862491713,0.153645017919019,0.146244940205366
"T",709986,92638,865323,123437,0.130478629156068,0.14264846768201,0.136563548419039
