"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",1277492,272606,1563440,314250,0.21339155157136,0.200999078954101,0.207195315262731
"R",7095508,1389798,7975341,1602109,0.19587011951787,0.200882821185953,0.198376470351911
"T",8373000,1662404,9538781,1916359,0.198543413352442,0.200901876246032,0.199722644799237
