"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",3052961,752298,3078982,761921,0.246415856606095,0.247458737985477,0.246937297295786
"R",12948751,3164575,13071947,3205055,0.24439229698679,0.245185740119662,0.244789018553226
"T",16001712,3916873,16150929,3966976,0.24477837121428,0.245619060055307,0.245198715634794
