"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",163065,7739,173636,9155,0.0474596019992028,0.0527252413094059,0.0500924216543043
"R",591507,39764,625768,47038,0.0672249018185753,0.0751684330294934,0.0711966674240343
"T",754572,47503,799404,56194,0.0629535683804859,0.07029486967791,0.066624219029198
