"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",336295,28421,338653,29042,0.0845121099035073,0.0857573976902611,0.0851347537968842
"R",1244553,119556,1246837,122165,0.0960634058975391,0.0979799284108508,0.097021667154195
"T",1580848,147978,1585490,151207,0.0936067224679413,0.0953692549306523,0.0944879886992968
