"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",4497355,912953,4455068,899825,0.202997762017897,0.201977837375322,0.202487799696609
"R",18582442,3840376,18317860,3785152,0.206666917082265,0.206637238192671,0.206652077637468
"T",23079797,4753329,22772928,4684977,0.205951941431721,0.205725719591262,0.205838830511491
