"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",226534,13689,231361,16583,0.0604280152206733,0.07167586585466,0.0660519405376667
"R",814632,67788,833628,82119,0.0832130336151784,0.0985079675826628,0.0908605005989206
"T",1041166,81476,1064989,98701,0.0782545722776195,0.0926779525422328,0.0854662624099262
