"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",250768,18335,254017,19311,0.0731153895233842,0.0760224709369845,0.0745689302301843
"R",1088669,92656,1119591,97589,0.0851094317923997,0.0871648664556968,0.0861371491240482
"T",1339437,110991,1373608,116900,0.0828639196916316,0.0851043383556298,0.0839841290236307
