"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",278186,27484,266741,27383,0.0987972076236762,0.102657634184471,0.100727420904074
"R",1220720,138887,1174316,138377,0.113774657579134,0.117836255317989,0.115805456448561
"T",1498906,166371,1441057,165760,0.110994952318558,0.115026678334028,0.113010815326293
