"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",330042,40394,341352,40725,0.122390483635416,0.11930499894537,0.120847741290393
"R",1465255,204128,1509361,205804,0.139312269877939,0.136351740902276,0.137832005390108
"T",1795297,244522,1850713,246530,0.136201419597983,0.13320812032984,0.134704769963912
