"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",640839,162503,782812,195557,0.253578511919531,0.249813492894846,0.251696002407188
"R",2936466,821199,3529726,988237,0.279655545134866,0.279975556176315,0.279815550655591
"T",3577305,983702,4312538,1183794,0.274984101159951,0.274500537734392,0.274742319447172
