Counts-435,Counts-436,Counts-435,Counts-436
7639,2216,8773,2768
7809,2254,8574,2670
7877,2055,8596,2483
7343,2093,8075,3001
7475,2606,7651,2596
7653,2420,7883,2561
7460,2280,8354,2608
7351,2049,7719,2851
6890,2286,6992,2713
7073,2069,7570,2494
6285,2287,7013,2551
6580,2234,7395,2576
6567,2049,6621,2592
5800,2314,6808,2606
5607,2095,6560,2812
5353,1969,6374,2684
5432,2317,6087,2887
5027,2200,5774,2883
5485,2563,5263,3105
5282,2479,5908,3043
4909,2503,5871,3173
5146,2881,5487,3242
4598,3186,5398,3540
5187,3269,5478,3633
4564,3527,5333,3988
4228,3677,5071,3906
4195,4211,4969,4172
4509,4559,4905,4411
3987,4575,4843,4902
4236,5205,4652,5375
4072,4892,4423,5312
3744,5641,4048,5591
3652,5931,4314,6407
3798,5984,3959,5936
3975,5932,3865,6340
3367,6042,3861,6389
3168,6010,3804,6644
2512,6345,3318,5975
2920,6174,3196,6276
2324,5932,3184,6322
2526,6380,2768,6354
2277,5667,2763,6949
2284,5858,2760,6521
1794,6023,2793,6728
2009,5488,2212,5898
1725,5565,2204,6758
1546,5531,2349,6237
1928,5494,2301,6527
1748,5509,2398,6909
1734,5751,2127,6448
1632,5037,2185,6652
1590,4941,1948,6936
1905,5683,2366,7175
1686,5351,1949,6152
1423,5243,1746,6717
1636,6630,2286,6259
1472,5616,2307,6089
1660,4789,1864,6072
1638,5257,2019,5947
1650,5016,2318,5995
1477,5025,2279,6100
1728,5091,2099,5310
1983,5019,2082,5985
1575,4264,2163,5467
1547,4260,2014,5199
1636,4188,2217,4883
1629,3989,2169,5091
1648,3530,2380,5121
1740,3493,2332,4037
1595,3137,2240,4036
1863,2557,2797,3752
2125,3033,2770,3679
1891,2926,2738,3613
2073,2600,2889,3211
2863,2574,2904,3514
2922,2613,3429,3164
2852,2390,3839,3008
2737,2146,3585,2870
2921,2573,3912,2850
3524,2052,4106,2969
3696,2195,4152,3252
3795,1929,4931,2926
3974,1735,4918,3002
4022,2190,5067,2899
4582,1880,5842,2860
4658,1800,6312,3261
5355,1993,6238,2910
5357,1904,6948,2909
5521,1882,7224,2964
5910,2315,7845,3101
6770,2017,8636,3068
6180,2164,9264,2961
7007,2202,9273,3324
7015,2084,10720,3187
8134,2083,10978,3267
8060,2416,11680,3665
8520,2186,12015,3264
8750,2084,12388,3771
8600,2403,12472,3840
10062,2088,13120,3619
9197,2261,13680,3886
9715,2387,14433,3957
9550,2350,14771,3426
10202,2629,15023,3664
10454,2572,13863,4017
10643,2101,14559,3881
10097,2214,15472,3860
10913,2362,15360,3897
10434,2259,15883,3640
10298,2373,16424,3869
10949,2144,16221,4295
10604,2577,17000,4249
10342,2615,16262,4596
10066,2533,17384,4325
10000,2281,16872,4328
10397,2035,16305,4085
10073,2510,15912,4328
10139,2426,17552,4953
9081,2304,16408,4489
8948,2284,17112,4538
9287,2335,16872,4482
9344,2403,16290,4699
7878,2206,16608,4541
8338,2338,16904,4515
7573,2151,14654,4316
7192,2142,15295,4303
7790,2071,14759,4676
6621,2277,14553,3876
6894,2365,14459,4547
6153,2264,13683,4221
5404,2576,13017,4183
5481,2163,12283,4298
5256,2142,12145,4309
4898,2272,12048,4067
4361,2215,11462,4006
4141,2613,11164,4522
4577,2234,10976,4306
4065,2537,10182,3774
3890,2155,9267,3903
3465,2529,8989,4257
3262,2529,8787,4113
3454,2635,8123,4170
3031,2370,7948,3691
3233,2242,7908,3854
2804,2248,8365,3901
2712,2489,7821,3639
2421,2541,7533,3597
3160,2225,7329,3308
2603,2426,7074,3805
2811,2216,7143,3716
2508,2110,6482,3788
2403,2317,7067,3841
2618,2307,7709,3514
2562,2632,7601,3989
2559,1958,7694,4185
2951,2112,7251,3819
2687,2274,7645,3685
2529,2121,7505,3607
2949,2157,7823,3756
2685,2084,7090,3434
3212,2135,7370,3606
3567,2120,7525,3716
3878,2322,8150,3348
3672,2034,8042,3476
3750,1837,7608,3552
3978,2306,7680,3733
4361,2200,8582,3566
4191,2115,8200,3534
4785,2081,8878,3368
4997,2255,9244,3478
5294,2326,9806,3504
5670,2278,8576,3592
5989,1936,9424,3263
5975,2018,9709,3559
6624,1931,9580,3426
6182,1979,9630,2899
6930,2353,9622,3644
6576,2151,9494,3262
7256,2056,9873,2970
6952,2110,10534,3074
7027,2151,10007,2704
6762,2356,10174,3204
7008,1881,10086,3078
6720,2157,10139,2935
6501,2092,8795,2780
6219,1881,8767,2759
6622,1755,8811,2959
5797,1907,8360,2852
6121,1951,8774,3171
5876,1974,8206,2579
5454,1707,7673,2584
5688,1716,7877,2562
5191,2031,7264,2631
4988,1910,7161,2360
5077,1849,6543,2587
4620,1652,6849,2695
4552,1775,6165,2642
4273,1605,6350,2486
4227,1538,6271,2230
3825,1359,5725,2539
4033,1517,5424,2246
3488,1472,4803,2372
3340,1828,4715,2078
3013,1498,4146,2149
2809,1548,4073,2145
2760,1686,3854,2036
2411,1430,4056,2105
2392,1464,3239,1881
2283,1385,3314,1927
2634,1233,3466,1941
1967,1353,3342,1969
1868,1400,2839,1758
1843,1349,3143,1644
1921,1181,3027,2047
1898,1335,2861,1969
1616,1133,2579,1736
1639,1408,2718,1853
1751,1551,2415,1793
1622,1307,2265,1993
1852,1625,2450,1765
1839,1497,2525,1859
1496,1432,2029,2065
1633,1305,2488,1826
1501,1441,2258,1894
1609,1557,2047,1884
1615,1332,2321,2093
1598,1502,2230,1938
1644,1549,2182,2009
1758,1511,2232,2028
1479,1536,2494,2116
1924,1497,2375,2183
1769,1500,2330,2092
1719,1840,2049,2033
1270,1899,2075,2091
1821,1673,1859,2277
1643,1747,1920,1804
1779,1627,2178,2029
1786,1460,2027,1917
1568,1449,2330,2249
1593,1431,2363,1943
1503,1336,2180,2002
1457,1361,2076,1918
1638,1433,2186,1877
1404,1471,1806,1844
1461,1507,2168,1849
1865,1204,1929,1717
1585,1434,1976,1882
1423,1631,1876,1927
1771,1299,2020,1821
1529,1388,2363,1827
1572,1608,2024,1982
1569,1478,2331,2042
1831,1646,2186,1893
1999,1805,2219,2237
1535,1693,2171,2107
1802,1902,2189,2148
1652,1901,2346,2508
2023,2270,2384,2592
1630,2359,2615,2625
1669,2407,2447,2839
2093,2505,2693,3321
2034,3125,2524,3352
2124,3207,2547,3754
2226,3520,2593,4879
2060,4146,2798,4691
2247,4164,3078,5013
2396,3745,2513,4976
2342,3949,3241,5608
2960,4876,3210,6033
2653,4946,3316,6372
3146,5489,3589,7130
3131,5770,3956,6612
3204,5827,3856,6789
3353,6124,3984,7016
3427,6109,3953,7468
3721,6274,3802,7201
3427,6451,4555,7204
3925,5730,4400,7373
3933,6546,4848,7119
3617,6128,4675,7209
3730,6301,4329,7872
4090,6046,4966,7616
4140,6366,5280,7739
3827,6288,5117,7123
4095,5957,4843,7552
3947,6358,5490,7435
3627,5824,5082,7991
4007,5643,5636,7728
3540,5967,5440,8221
3692,6137,4713,8062
4019,6222,4918,7951
3612,5994,5262,8308
3191,5754,4678,7940
3438,5305,4876,8486
2891,5982,4338,7858
3019,5741,4449,8555
2664,5843,4160,7228
2463,5436,4154,7640
2628,5497,3760,7560
2418,5377,3714,7800
2152,5341,3497,7336
2297,5226,3087,7380
2300,5433,3487,6721
2326,5186,3442,6869
2471,5476,3074,7486
2083,4949,3108,6675
1868,5384,3111,7192
2067,5111,3162,6717
2138,4841,3227,7418
2075,4937,2996,6599
2120,4797,3196,7010
2245,4973,2674,6896
2406,4770,2826,7020
2515,4665,2743,6325
2130,5119,2923,6719
1897,4897,2559,6482
2152,4736,2458,6156
2602,5409,2750,6175
2725,5203,2775,6167
2569,4778,2780,6185
2644,5171,3080,6147
2401,5473,2641,6141
2800,5534,3227,6030
2519,5306,3328,6291
3017,5787,3368,6710
3035,6130,3507,6533
3095,5632,3851,6624
3340,6052,4110,7059
3804,6116,4228,6804
3537,6538,4500,7227
4643,6908,5216,7156
4894,6422,5027,7166
5005,6904,5526,7319
5419,7029,6396,7382
5931,7265,6728,8134
6656,7305,7708,8615
6739,7555,8201,8588
7363,7352,8700,8247
8208,7614,9324,8778
7960,6827,10303,8522
8674,7021,10432,8481
9163,7706,11683,9512
10953,7763,12782,9257
11711,8578,13578,9207
12360,8008,13912,8435
11819,7582,14789,9560
12531,7298,14851,8306
14534,7244,16872,9099
14240,7185,17584,8652
14403,7149,17936,9341
15346,7352,19088,8713
15159,6428,19856,8371
15058,6837,19048,8159
15165,7056,19968,8461
14555,6605,20528,7861
15803,6163,20032,7540
15698,6226,19816,7155
15411,6000,19648,7023
16134,5837,19928,7087
14090,5205,20088,6968
13711,5207,19336,6276
13866,4497,18920,6745
13641,4606,19192,6444
12908,4671,17920,6243
12246,4538,17984,6160
12194,3963,17504,5962
11309,4165,17008,5862
10048,4001,16014,5980
10259,4324,15152,5386
9258,3656,14790,5774
9202,3899,13176,5193
7880,3840,11781,4855
7098,3411,10894,4811
7047,3907,10633,4438
6233,3645,9328,4613
5715,3407,8960,4518
5241,3674,7534,4432
5625,3751,7305,4514
4346,3477,7065,4217
4137,3234,7184,4569
4543,3127,7205,3349
4032,3476,6239,4055
4045,3401,6087,4127
4121,2985,6404,4043
4350,3198,5936,4293
3924,3152,6130,3949
4200,3267,6135,4428
3744,3125,5938,4582
4254,3698,6333,3652
4889,3188,7376,4005
5096,3913,6299,4030
6069,3429,7191,4312
5453,3059,7076,4439
5878,3720,7472,4191
6821,3218,7794,4079
6870,3525,8301,4458
7112,3521,8212,4188
7898,3786,8343,4286
8584,3802,9279,3906
8926,3635,10411,4400
8723,3638,10479,4334
9989,3883,11428,3959
9264,3931,10950,4558
10348,3744,10494,4496
10416,3589,11606,4479
9841,4121,11394,4607
10277,3691,11266,4942
10547,3771,12289,4734
9925,3780,11592,4274
9562,3393,11621,4048
10370,4098,11764,4880
8979,3838,11808,4732
9037,4014,10892,4925
9675,4195,11122,5102
9678,4442,10556,4993
9336,4415,11061,5496
8752,4794,10715,5239
8518,5557,11394,5494
8464,6066,10564,6443
8110,6369,9886,7244
7683,7644,9511,7971
7170,8605,9428,9374
7126,10055,10135,10549
7393,10840,9148,11320
6007,12641,9169,12828
5882,14926,9379,14463
6114,16300,9479,15752
5939,18464,8748,17704
6205,21008,8968,19816
5890,22496,9498,22496
5250,25752,9450,25544
5288,27984,8999,28328
5122,29216,9688,32552
5571,31608,10215,32856
5234,35904,9993,35912
4465,37704,9640,38088
4818,40040,10492,41368
5154,43288,10732,44512
4901,44768,10239,46368
4598,48344,10895,46808
4594,49296,10720,50952
4199,50256,11120,50744
4582,51632,9882,52392
4677,53144,9641,54336
4097,53920,9841,56328
4179,55168,10814,56448
4229,54768,10406,56728
4312,54768,9922,61016
