Counts-442,Counts-444,Counts-446,Counts-448
1262,1849,1633,1972
1208,1773,1666,2155
1169,1704,1698,2209
997,1653,1624,2153
1063,1701,1440,1974
1001,1905,1463,2325
961,1958,1376,2159
824,1983,1417,2179
776,1919,1310,2252
812,1932,1158,2131
758,1666,1406,1987
870,1590,1380,1941
704,1815,1234,1898
731,1743,1167,1807
674,1488,1349,1708
738,1620,1146,1985
685,1393,1019,1780
716,1513,982,1640
694,1434,1107,1406
606,1420,1130,1673
506,1232,977,1676
635,1455,933,1540
672,1513,1068,1502
660,1156,900,1411
623,1238,942,1513
645,1259,960,1423
721,1303,983,1474
580,1254,868,1295
683,1134,858,1380
656,975,1000,1169
611,1181,996,1030
551,999,952,1106
628,840,945,1024
563,844,908,1113
659,824,923,1087
698,785,1035,958
805,828,1040,858
718,674,1204,801
862,661,1089,777
785,672,1151,936
845,617,1230,812
960,707,1147,669
893,660,1234,843
1059,587,1386,737
1032,627,1349,819
1120,584,1495,750
1163,597,1555,739
1128,584,1620,898
1335,624,1637,841
1413,675,1643,829
1414,689,1730,890
1567,644,2003,817
1754,584,2113,901
1795,684,2012,919
2143,619,2244,860
2100,657,2367,921
2168,566,2312,880
2523,686,2668,873
2544,705,2897,841
2621,635,3123,899
2722,653,2928,929
3124,816,3323,966
3262,865,3505,983
3285,741,3457,942
3406,893,3769,1012
3724,851,3852,931
3960,813,4203,1026
3941,868,4435,956
4121,850,4214,1102
3923,813,4630,1129
4127,925,4307,1090
4425,927,4529,1078
4344,815,4569,957
4306,791,4603,1068
4257,928,4606,1066
4174,842,4153,956
4530,861,4756,1018
4078,848,4563,961
4203,881,4340,1012
3716,918,4406,1138
4148,848,4298,931
3979,820,4090,1013
3657,819,3816,1135
3606,751,3656,978
3403,738,3691,873
3345,715,3400,973
3453,759,3522,1112
2961,712,3313,1048
3024,665,3086,901
2998,745,2847,917
2722,816,3059,923
2784,808,2983,958
2733,788,2639,1065
2347,857,2545,1034
2574,885,2724,925
2313,977,2612,983
2313,979,2378,1181
2057,1026,2103,1169
1862,979,2136,1087
1852,1072,2008,1119
1735,1154,1793,1191
1510,1082,1995,1286
1498,1003,1927,1160
1416,1200,1715,1371
1482,1103,1751,1291
1491,1041,1629,1344
1234,1173,1519,1238
1276,1085,1486,1427
1275,1079,1385,1240
1135,1062,1406,1254
1065,1090,1420,1313
977,1069,1196,1167
1250,1104,1341,1255
1023,1201,1123,1218
1018,1048,1247,1362
835,1096,1175,1328
944,1083,1301,1360
975,1049,1104,1216
951,853,1131,1221
860,1105,1170,1288
933,867,1150,1237
887,863,1185,1062
983,1075,1274,1125
894,1073,1175,1091
983,863,1303,1060
1011,827,1169,1079
1003,796,1239,1046
1209,858,1356,1064
1291,712,1415,882
1304,718,1506,1030
1141,790,1702,993
1546,732,1817,939
1663,860,1863,926
1632,810,2057,903
2027,787,2259,808
2189,729,2339,1009
2044,795,2705,875
2260,898,2749,884
2403,876,2887,1012
2422,879,3046,1034
2962,860,3259,915
2821,765,3131,1149
2780,862,3241,992
2882,930,3563,1070
2968,783,3397,1088
2896,785,3446,943
2994,969,3190,1066
2980,771,3247,977
3149,846,3055,907
2920,795,3007,903
3081,870,3103,1066
2873,791,3255,952
2894,818,3134,1053
2872,716,2851,807
2522,808,2932,900
2585,899,2526,876
2439,593,2541,781
2434,765,2369,876
2397,649,2311,864
2218,728,2288,855
2128,639,2084,655
1992,619,2008,783
1815,584,1912,737
1772,610,1934,820
1677,571,1988,720
1499,510,1766,787
1511,680,1834,691
1539,615,1409,642
1173,496,1448,719
1166,514,1233,734
1205,537,1257,786
1101,480,1236,648
1072,585,1157,782
927,517,1046,760
1018,620,1018,682
864,580,995,694
807,495,1125,621
788,508,1007,694
804,549,1024,631
822,528,988,631
834,559,836,721
653,525,776,555
706,530,842,747
635,522,945,690
595,583,873,572
571,464,861,608
615,523,804,620
567,576,756,611
527,495,748,560
530,608,919,617
589,486,732,706
705,473,786,633
639,524,902,681
597,414,723,725
563,603,753,666
638,627,773,657
559,541,777,608
642,515,853,662
573,613,707,715
571,560,726,656
591,611,731,753
636,546,703,690
477,514,719,766
660,534,751,689
663,508,770,646
457,617,802,771
644,610,863,676
515,639,774,790
681,588,788,608
650,571,672,691
574,539,811,695
616,542,916,707
500,608,857,714
674,433,810,650
494,695,822,771
643,551,859,685
644,440,1035,795
610,551,868,596
714,485,895,721
681,580,980,698
579,532,952,720
703,537,955,780
801,609,946,708
631,531,992,703
622,679,1030,943
752,805,1041,917
765,768,1123,932
817,726,1162,1105
932,854,1075,1130
898,964,1264,1093
998,853,1367,1131
1135,1075,1420,1226
1280,1033,1400,1265
1318,1299,1583,1433
1335,1081,1708,1500
1343,1242,1746,1553
1621,1388,1971,1644
1624,1377,1927,1659
1664,1229,2000,1625
1556,1492,2014,1566
1792,1456,2499,1440
1732,1484,2311,1640
1848,1388,2373,1533
2074,1404,2328,1710
1996,1429,2440,1716
2034,1282,2301,1591
2122,1437,2561,1695
2278,1535,2505,1565
2040,1484,2518,1524
1949,1335,2337,1574
2047,1462,2499,1547
2355,1367,2472,1419
2196,1258,2262,1443
2014,1146,2394,1469
2070,1217,2186,1397
1766,1089,2139,1173
1894,1132,2136,1206
1763,981,2037,1326
1649,1164,2078,1234
1523,1061,1930,1208
1430,1146,1813,1241
1531,865,1616,1324
1207,1055,1559,1092
1323,1051,1298,1195
1113,993,1435,1121
1197,1020,1207,1184
959,916,1078,1078
1004,916,1167,1184
942,893,1164,1069
916,919,1091,1192
897,992,1207,1086
938,972,1112,1092
932,944,1150,1226
881,1048,1211,1254
967,827,1154,989
968,1051,1165,1315
927,1085,1181,1115
931,1045,1297,1199
1014,1152,1174,1270
1002,1018,1235,1208
1042,1146,1351,1147
1013,1149,1235,1316
1043,1153,1180,1275
937,990,1295,1303
915,1195,1297,1415
1075,1126,1285,1453
1100,1075,1379,1245
1112,1073,1360,1559
1187,1092,1544,1540
1294,1147,1560,1326
1146,1149,1498,1372
1298,1307,1422,1447
1429,1131,1648,1378
1400,1179,1908,1592
1570,1080,2094,1546
1589,1173,1989,1453
1799,1174,2077,1483
1950,1268,2330,1674
2252,1353,2434,1641
2414,1423,2982,1464
2741,1653,3118,1548
2977,1424,3087,1551
3238,1426,3544,1810
3384,1665,3850,1974
3640,1621,4289,1799
4145,1642,4576,1759
4191,1542,4639,1865
4731,1760,5531,1853
5068,1666,5867,1847
5784,1723,6234,2198
5967,1743,6546,2070
6174,1660,7005,2196
