"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",26791,5712,27862,5894,0.213205927363667,0.211542602828225,0.212374265095946
"R",96608,17236,101273,17787,0.178411725736999,0.17563417692771,0.177022951332355
"T",123399,22948,129135,23681,0.185965850614673,0.18338173229566,0.184673791455166
