"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",1255361,239198,985623,186392,0.190541206871968,0.189110846642175,0.189826026757071
"R",4709514,978806,3753055,762722,0.207835882853305,0.203226971094215,0.20553142697376
"T",5964875,1218004,4738678,949114,0.204196064460697,0.20029088281584,0.202243473638269
